 999
 -1.  510.949 -2156.491
 -9.8898E-01  4.8779E+02
 -9.7796E-01  4.6580E+02
 -9.6693E-01  4.4492E+02
 -9.5591E-01  4.2510E+02
 -9.4489E-01  4.0629E+02
 -9.3387E-01  3.8841E+02
 -9.2285E-01  3.7142E+02
 -9.1182E-01  3.5526E+02
 -9.0080E-01  3.3986E+02
 -8.8978E-01  3.2518E+02
 -8.7876E-01  3.1118E+02
 -8.6774E-01  2.9783E+02
 -8.5671E-01  2.8511E+02
 -8.4569E-01  2.7298E+02
 -8.3467E-01  2.6142E+02
 -8.2365E-01  2.5040E+02
 -8.1263E-01  2.3988E+02
 -8.0160E-01  2.2985E+02
 -7.9058E-01  2.2027E+02
 -7.7956E-01  2.1113E+02
 -7.6854E-01  2.0239E+02
 -7.5752E-01  1.9405E+02
 -7.4649E-01  1.8608E+02
 -7.3547E-01  1.7846E+02
 -7.2445E-01  1.7117E+02
 -7.1343E-01  1.6419E+02
 -7.0240E-01  1.5750E+02
 -6.9138E-01  1.5109E+02
 -6.8036E-01  1.4493E+02
 -6.6934E-01  1.3901E+02
 -6.5832E-01  1.3332E+02
 -6.4729E-01  1.2784E+02
 -6.3627E-01  1.2255E+02
 -6.2525E-01  1.1745E+02
 -6.1423E-01  1.1252E+02
 -6.0321E-01  1.0774E+02
 -5.9218E-01  1.0310E+02
 -5.8116E-01  9.8599E+01
 -5.7014E-01  9.4225E+01
 -5.5912E-01  8.9981E+01
 -5.4810E-01  8.5865E+01
 -5.3707E-01  8.1874E+01
 -5.2605E-01  7.8007E+01
 -5.1503E-01  7.4261E+01
 -5.0401E-01  7.0635E+01
 -4.9299E-01  6.7127E+01
 -4.8196E-01  6.3735E+01
 -4.7094E-01  6.0458E+01
 -4.5992E-01  5.7296E+01
 -4.4890E-01  5.4247E+01
 -4.3788E-01  5.1311E+01
 -4.2685E-01  4.8487E+01
 -4.1583E-01  4.5774E+01
 -4.0481E-01  4.3171E+01
 -3.9379E-01  4.0677E+01
 -3.8277E-01  3.8289E+01
 -3.7174E-01  3.6006E+01
 -3.6072E-01  3.3825E+01
 -3.4970E-01  3.1741E+01
 -3.3868E-01  2.9753E+01
 -3.2766E-01  2.7858E+01
 -3.1663E-01  2.6051E+01
 -3.0561E-01  2.4332E+01
 -2.9459E-01  2.2696E+01
 -2.8357E-01  2.1141E+01
 -2.7255E-01  1.9664E+01
 -2.6152E-01  1.8261E+01
 -2.5050E-01  1.6930E+01
 -2.3948E-01  1.5667E+01
 -2.2846E-01  1.4470E+01
 -2.1743E-01  1.3335E+01
 -2.0641E-01  1.2260E+01
 -1.9539E-01  1.1240E+01
 -1.8437E-01  1.0275E+01
 -1.7335E-01  9.3601E+00
 -1.6232E-01  8.4939E+00
 -1.5130E-01  7.6738E+00
 -1.4028E-01  6.8972E+00
 -1.2926E-01  6.1617E+00
 -1.1824E-01  5.4649E+00
 -1.0721E-01  4.8041E+00
 -9.6192E-02  4.1770E+00
 -8.5170E-02  3.5815E+00
 -7.4148E-02  3.0159E+00
 -6.3126E-02  2.4789E+00
 -5.2104E-02  1.9689E+00
 -4.1082E-02  1.4843E+00
 -3.0060E-02  1.0238E+00
 -1.9038E-02  5.8586E-01
 -8.0160E-03  1.6890E-01
  3.0060E-03 -2.2854E-01
  1.4028E-02 -6.0770E-01
  2.5050E-02 -9.6935E-01
  3.6072E-02 -1.3142E+00
