54
0.  5794.82045 -34444.2818
0.250	1231.198  -6811.976
0.300	948.057
0.350	746.690
0.400	596.376
0.450	480.548
0.500	389.443
0.600	258.481
0.700	173.151
0.750	141.975
0.800	116.301
0.850	94.824
0.900	76.460
0.950	60.545
1.000	46.861
1.050	35.355
1.100	25.914
1.150	18.350
1.200	12.406
1.250	7.821
1.300	4.327
1.350	1.685
1.400	-0.303
1.450	-1.791
1.500	-2.897
1.550	-3.700
1.600	-4.264
1.700	-4.846
1.800	-4.915
1.900	-4.670
2.000	-4.234
2.100	-3.699
2.200	-3.121
2.300	-2.585
2.400	-2.143
2.500	-1.770
2.600	-1.459
2.700	-1.195
2.800	-0.977
2.900	-0.798
3.000	-0.653
3.100	-0.535
3.200	-0.439
3.500	-0.249
3.750	-0.165
4.000	-0.115
4.5000E+00 -6.6720E-02
4.7500E+00 -5.0000E-02
5.0000E+00 -3.7023E-02
5.2500E+00 -2.7453E-02
5.5000E+00 -2.0570E-02
5.7500E+00 -1.5658E-02
6.0000E+00 -1.2000E-02
10.	0.000  0.
