 999
 -1.  21.663 -21.391
 -9.8898E-01  2.1429E+01
 -9.7796E-01  2.1200E+01
 -9.6693E-01  2.0975E+01
 -9.5591E-01  2.0755E+01
 -9.4489E-01  2.0540E+01
 -9.3387E-01  2.0331E+01
 -9.2285E-01  2.0128E+01
 -9.1182E-01  1.9932E+01
 -9.0080E-01  1.9743E+01
 -8.8978E-01  1.9562E+01
 -8.7876E-01  1.9388E+01
 -8.6774E-01  1.9222E+01
 -8.5671E-01  1.9064E+01
 -8.4569E-01  1.8914E+01
 -8.3467E-01  1.8773E+01
 -8.2365E-01  1.8641E+01
 -8.1263E-01  1.8518E+01
 -8.0160E-01  1.8405E+01
 -7.9058E-01  1.8301E+01
 -7.7956E-01  1.8206E+01
 -7.6854E-01  1.8121E+01
 -7.5752E-01  1.8046E+01
 -7.4649E-01  1.7981E+01
 -7.3547E-01  1.7926E+01
 -7.2445E-01  1.7881E+01
 -7.1343E-01  1.7845E+01
 -7.0240E-01  1.7820E+01
 -6.9138E-01  1.7805E+01
 -6.8036E-01  1.7800E+01
 -6.6934E-01  1.7805E+01
 -6.5832E-01  1.7820E+01
 -6.4729E-01  1.7845E+01
 -6.3627E-01  1.7879E+01
 -6.2525E-01  1.7923E+01
 -6.1423E-01  1.7976E+01
 -6.0321E-01  1.8039E+01
 -5.9218E-01  1.8111E+01
 -5.8116E-01  1.8192E+01
 -5.7014E-01  1.8282E+01
 -5.5912E-01  1.8380E+01
 -5.4810E-01  1.8487E+01
 -5.3707E-01  1.8601E+01
 -5.2605E-01  1.8722E+01
 -5.1503E-01  1.8851E+01
 -5.0401E-01  1.8987E+01
 -4.9299E-01  1.9129E+01
 -4.8196E-01  1.9278E+01
 -4.7094E-01  1.9432E+01
 -4.5992E-01  1.9592E+01
 -4.4890E-01  1.9756E+01
 -4.3788E-01  1.9925E+01
 -4.2685E-01  2.0098E+01
 -4.1583E-01  2.0275E+01
 -4.0481E-01  2.0455E+01
 -3.9379E-01  2.0637E+01
 -3.8277E-01  2.0822E+01
 -3.7174E-01  2.1008E+01
 -3.6072E-01  2.1196E+01
 -3.4970E-01  2.1384E+01
 -3.3868E-01  2.1572E+01
 -3.2766E-01  2.1759E+01
 -3.1663E-01  2.1946E+01
 -3.0561E-01  2.2131E+01
 -2.9459E-01  2.2313E+01
 -2.8357E-01  2.2493E+01
 -2.7255E-01  2.2670E+01
 -2.6152E-01  2.2842E+01
 -2.5050E-01  2.3011E+01
 -2.3948E-01  2.3174E+01
 -2.2846E-01  2.3332E+01
 -2.1743E-01  2.3483E+01
 -2.0641E-01  2.3628E+01
 -1.9539E-01  2.3766E+01
 -1.8437E-01  2.3895E+01
 -1.7335E-01  2.4017E+01
 -1.6232E-01  2.4130E+01
 -1.5130E-01  2.4234E+01
