 999
 -1.  80.485 -170.1
 -9.8898E-01  7.8607E+01
 -9.7796E-01  7.6725E+01
 -9.6693E-01  7.4840E+01
 -9.5591E-01  7.2955E+01
 -9.4489E-01  7.1072E+01
 -9.3387E-01  6.9193E+01
 -9.2285E-01  6.7320E+01
 -9.1182E-01  6.5456E+01
 -9.0080E-01  6.3603E+01
 -8.8978E-01  6.1763E+01
 -8.7876E-01  5.9938E+01
 -8.6774E-01  5.8129E+01
 -8.5671E-01  5.6338E+01
 -8.4569E-01  5.4567E+01
 -8.3467E-01  5.2818E+01
 -8.2365E-01  5.1091E+01
 -8.1263E-01  4.9389E+01
 -8.0160E-01  4.7714E+01
 -7.9058E-01  4.6067E+01
 -7.7956E-01  4.4449E+01
 -7.6854E-01  4.2861E+01
 -7.5752E-01  4.1303E+01
 -7.4649E-01  3.9777E+01
 -7.3547E-01  3.8283E+01
 -7.2445E-01  3.6822E+01
 -7.1343E-01  3.5394E+01
 -7.0240E-01  3.4000E+01
 -6.9138E-01  3.2642E+01
 -6.8036E-01  3.1319E+01
 -6.6934E-01  3.0031E+01
 -6.5832E-01  2.8777E+01
 -6.4729E-01  2.7559E+01
 -6.3627E-01  2.6374E+01
 -6.2525E-01  2.5225E+01
 -6.1423E-01  2.4109E+01
 -6.0321E-01  2.3027E+01
 -5.9218E-01  2.1980E+01
 -5.8116E-01  2.0965E+01
 -5.7014E-01  1.9983E+01
 -5.5912E-01  1.9034E+01
 -5.4810E-01  1.8116E+01
 -5.3707E-01  1.7228E+01
 -5.2605E-01  1.6371E+01
 -5.1503E-01  1.5543E+01
 -5.0401E-01  1.4744E+01
 -4.9299E-01  1.3974E+01
 -4.8196E-01  1.3231E+01
 -4.7094E-01  1.2514E+01
 -4.5992E-01  1.1824E+01
 -4.4890E-01  1.1158E+01
 -4.3788E-01  1.0517E+01
 -4.2685E-01  9.8999E+00
 -4.1583E-01  9.3054E+00
 -4.0481E-01  8.7330E+00
 -3.9379E-01  8.1820E+00
 -3.8277E-01  7.6515E+00
 -3.7174E-01  7.1409E+00
 -3.6072E-01  6.6494E+00
 -3.4970E-01  6.1764E+00
 -3.3868E-01  5.7209E+00
 -3.2766E-01  5.2825E+00
 -3.1663E-01  4.8602E+00
 -3.0561E-01  4.4534E+00
 -2.9459E-01  4.0613E+00
 -2.8357E-01  3.6834E+00
 -2.7255E-01  3.3192E+00
 -2.6152E-01  2.9680E+00
 -2.5050E-01  2.6295E+00
 -2.3948E-01  2.3031E+00
 -2.2846E-01  1.9884E+00
 -2.1743E-01  1.6848E+00
 -2.0641E-01  1.3918E+00
 -1.9539E-01  1.1089E+00
 -1.8437E-01  8.3577E-01
 -1.7335E-01  5.7199E-01
 -1.6232E-01  3.1725E-01
 -1.5130E-01  7.1213E-02
 -1.4028E-01 -1.6644E-01
 -1.2926E-01 -3.9605E-01
 -1.1824E-01 -6.1794E-01
 -1.0721E-01 -8.3244E-01
 -9.6192E-02 -1.0399E+00
 -8.5170E-02 -1.2406E+00
 -7.4148E-02 -1.4347E+00
 -6.3126E-02 -1.6225E+00
 -5.2104E-02 -1.8042E+00
 -4.1082E-02 -1.9800E+00
 -3.0060E-02 -2.1501E+00
 -1.9038E-02 -2.3148E+00
 -8.0160E-03 -2.4742E+00
  3.0060E-03 -2.6286E+00
  1.4028E-02 -2.7782E+00
