16 12
0.250	0.750	37.271
0.250	0.900	14.031
0.250	1.050	5.770
0.250	1.11334	4.170
0.250	1.200	2.956
0.250	1.350	2.387
0.250	1.500	2.571
0.250	1.650	2.727
0.250	1.800	2.701
0.250	1.950	2.699
0.250	2.100	2.870
0.250	2.250	3.220
0.500	0.750	33.366
0.500	0.900	10.604
0.500	1.050	2.678
0.500	1.11334	1.173
0.500	1.200	0.057
0.500	1.350	-0.379
0.500	1.500	-0.040
0.500	1.650	0.294
0.500	1.800	0.370
0.500	1.950	0.362
0.500	2.100	0.479
0.500	2.250	0.760
0.750	0.750	31.540
0.750	0.900	9.230
0.750	1.050	1.532
0.750	1.11334	0.047
0.750	1.200	-1.105
0.750	1.350	-1.727
0.750	1.500	-1.593
0.750	1.650	-1.322
0.750	1.800	-1.211
0.750	1.950	-1.298
0.750	2.100	-1.404
0.750	2.250	-1.410
1.000	0.750	30.083
1.000	0.900	8.290
1.000	1.050	1.015
1.000	1.11334	-0.364
1.000	1.200	-1.448
1.000	1.350	-2.112
1.000	1.500	-2.117
1.000	1.650	-1.952
1.000	1.800	-1.844
1.000	1.950	-1.910
1.000	2.100	-2.116
1.000	2.250	-2.335
1.250	0.750	28.899
1.250	0.900	7.523
1.250	1.050	0.732
1.250	1.11334	-0.463
1.250	1.200	-1.339
1.250	1.350	-1.780
1.250	1.500	-1.716
1.250	1.650	-1.558
1.250	1.800	-1.443
1.250	1.950	-1.436
1.250	2.100	-1.558
1.250	2.250	-1.771
1.500	0.750	28.040
1.500	0.900	7.012
1.500	1.050	0.693
1.500	1.11334	-0.306
1.500	1.200	-0.935
1.500	1.350	-1.036
1.500	1.500	-0.745
1.500	1.650	-0.448
1.500	1.800	-0.242
1.500	1.950	-0.135
1.500	2.100	-0.121
1.500	2.250	-0.196
1.750	0.750	27.425
1.750	0.900	6.641
1.750	1.050	0.767
1.750	1.11334	-0.027
1.750	1.200	-0.384
1.750	1.350	-0.074
1.750	1.500	0.531
1.750	1.650	1.044
1.750	1.800	1.405
1.750	1.950	1.637
1.750	2.100	1.775
1.750	2.250	1.839
2.000	0.750	26.998
2.000	0.900	6.334
2.000	1.050	0.786
2.000	1.11334	0.169
2.000	1.200	0.061
2.000	1.350	0.793
2.000	1.500	1.773
2.000	1.650	2.593
2.000	1.800	3.183
2.000	1.950	3.581
2.000	2.100	3.844
2.000	2.250	4.020
2.250	0.750	26.711
2.250	0.900	6.094
2.250	1.050	0.730
2.250	1.11334	0.234
2.250	1.200	0.317
2.250	1.350	1.400
2.250	1.500	2.717
2.250	1.650	3.848
2.250	1.800	4.711
2.250	1.950	5.333
2.250	2.100	5.777
2.250	2.250	6.096
2.500	0.750	26.507
2.500	0.900	5.909
2.500	1.050	0.655
2.500	1.11334	0.233
2.500	1.200	0.438
2.500	1.350	1.776
2.500	1.500	3.360
2.500	1.650	4.748
2.500	1.800	5.849
2.500	1.950	6.682
2.500	2.100	7.305
2.500	2.250	7.773
2.750	0.750	26.353
2.750	0.900	5.761
2.750	1.050	0.570
2.750	1.11334	0.201
2.750	1.200	0.492
2.750	1.350	2.005
2.750	1.500	3.786
2.750	1.650	5.369
2.750	1.800	6.657
2.750	1.950	7.664
2.750	2.100	8.438
2.750	2.250	9.034
3.000	0.750	26.244
3.000	0.900	5.647
3.000	1.050	0.483
3.000	1.11334	0.146
3.000	1.200	0.498
3.000	1.350	2.140
3.000	1.500	4.065
3.000	1.650	5.794
3.000	1.800	7.223
3.000	1.950	8.362
3.000	2.100	9.257
3.000	2.250	9.955
3.250	0.750	26.163
3.250	0.900	5.564
3.250	1.050	0.411
3.250	1.11334	0.090
3.250	1.200	0.474
3.250	1.350	2.208
3.250	1.500	4.238
3.250	1.650	6.075
3.250	1.800	7.609
3.250	1.950	8.846
3.250	2.100	9.832
3.250	2.250	10.610
3.500	0.750	26.108
3.500	0.900	5.508
3.500	1.050	0.362
3.500	1.11334	0.046
3.500	1.200	0.446
3.500	1.350	2.241
3.500	1.500	4.341
3.500	1.650	6.250
3.500	1.800	7.861
3.500	1.950	9.174
3.500	2.100	10.227
3.500	2.250	11.066
3.750	0.750	26.080
3.750	0.900	5.475
3.750	1.050	0.329
3.750	1.11334	0.015
3.750	1.200	0.426
3.750	1.350	2.258
3.750	1.500	4.402
3.750	1.650	6.355
3.750	1.800	8.020
3.750	1.950	9.387
3.750	2.100	10.493
3.750	2.250	11.377
4.000	0.750	26.061
4.000	0.900	5.455
4.000	1.050	0.310
4.000	1.11334	-0.004
4.000	1.200	0.411
4.000	1.350	2.265
4.000	1.500	4.431
4.000	1.650	6.413
4.000	1.800	8.114
4.000	1.950	9.515
4.000	2.100	10.659
4.000	2.250	11.577
