16 12
0.250	0.750	57.221
0.250	0.900	38.270
0.250	1.050	34.910
0.250	1.11334	35.531
0.250	1.200	37.456
0.250	1.350	42.312
0.250	1.500	47.692
0.250	1.650	53.344
0.250	1.800	59.243
0.250	1.950	65.027
0.250	2.100	70.187
0.250	2.250	74.219
0.500	0.750	50.549
0.500	0.900	31.567
0.500	1.050	28.402
0.500	1.11334	29.246
0.500	1.200	31.704
0.500	1.350	38.432
0.500	1.500	47.139
0.500	1.650	57.285
0.500	1.800	68.799
0.500	1.950	81.407
0.500	2.100	94.527
0.500	2.250	107.443
0.750	0.750	42.916
0.750	0.900	23.460
0.750	1.050	19.701
0.750	1.11334	20.282
0.750	1.200	22.434
0.750	1.350	29.081
0.750	1.500	38.779
0.750	1.650	51.282
0.750	1.800	66.593
0.750	1.950	84.645
0.750	2.100	105.215
0.750	2.250	128.102
1.000	0.750	36.204
1.000	0.900	16.151
1.000	1.050	11.488
1.000	1.11334	11.527
1.000	1.200	12.762
1.000	1.350	17.433
1.000	1.500	24.970
1.000	1.650	35.591
1.000	1.800	49.742
1.000	1.950	67.785
1.000	2.100	89.874
1.000	2.250	116.230
1.250	0.750	31.314
1.250	0.900	10.792
1.250	1.050	5.458
1.250	1.11334	5.082
1.250	1.200	5.550
1.250	1.350	8.180
1.250	1.500	12.634
1.250	1.650	19.147
1.250	1.800	28.395
1.250	1.950	41.184
1.250	2.100	58.232
1.250	2.250	80.001
1.500	0.750	28.344
1.500	0.900	7.521
1.500	1.050	1.795
1.500	1.11334	1.188
1.500	1.200	1.237
1.500	1.350	2.720
1.500	1.500	5.210
1.500	1.650	8.587
1.500	1.800	13.222
1.500	1.950	19.764
1.500	2.100	29.074
1.500	2.250	42.069
1.750	0.750	26.881
1.750	0.900	5.962
1.750	1.050	0.095
1.750	1.11334	-0.610
1.750	1.200	-0.749
1.750	1.350	0.205
1.750	1.500	1.786
1.750	1.650	3.670
1.750	1.800	5.931
1.750	1.950	8.820
1.750	2.100	12.740
1.750	2.250	18.280
2.000	0.750	26.313
2.000	0.900	5.448
2.000	1.050	-0.348
2.000	1.11334	-1.039
2.000	1.200	-1.193
2.000	1.350	-0.382
2.000	1.500	0.861
2.000	1.650	2.132
2.000	1.800	3.395
2.000	1.950	4.762
2.000	2.100	6.400
2.000	2.250	8.514
2.250	0.750	26.155
2.250	0.900	5.392
2.250	1.050	-0.224
2.250	1.11334	-0.838
2.250	1.200	-0.903
2.250	1.350	-0.001
2.250	1.500	1.237
2.250	1.650	2.370
2.250	1.800	3.310
2.250	1.950	4.094
2.250	2.100	4.833
2.250	2.250	5.647
2.500	0.750	26.138
2.500	0.900	5.461
2.500	1.050	0.029
2.500	1.11334	-0.492
2.500	1.200	-0.432
2.500	1.350	0.664
2.500	1.500	2.047
2.500	1.650	3.271
2.500	1.800	4.222
2.500	1.950	4.906
2.500	2.100	5.387
2.500	2.250	5.745
2.750	0.750	26.147
2.750	0.900	5.517
2.750	1.050	0.219
2.750	1.11334	-0.221
2.750	1.200	-0.040
2.750	1.350	1.263
2.750	1.500	2.837
2.750	1.650	4.227
2.750	1.800	5.314
2.750	1.950	6.095
2.750	2.100	6.610
2.750	2.250	6.915
3.000	0.750	26.129
3.000	0.900	5.522
3.000	1.050	0.309
3.000	1.11334	-0.072
3.000	1.200	0.203
3.000	1.350	1.683
3.000	1.500	3.436
3.000	1.650	4.993
3.000	1.800	6.244
3.000	1.950	7.175
3.000	2.100	7.825
3.000	2.250	8.229
3.250	0.750	26.107
3.250	0.900	5.505
3.250	1.050	0.331
3.250	1.11334	-0.013
3.250	1.200	0.321
3.250	1.350	1.933
3.250	1.500	3.829
3.250	1.650	5.539
3.250	1.800	6.934
3.250	1.950	8.009
3.250	2.100	8.798
3.250	2.250	9.337
3.500	0.750	26.090
3.500	0.900	5.485
3.500	1.050	0.325
3.500	1.11334	-0.003
3.500	1.200	0.368
3.500	1.350	2.064
3.500	1.500	4.072
3.500	1.650	5.897
3.500	1.800	7.407
3.500	1.950	8.601
3.500	2.100	9.510
3.500	2.250	10.172
3.750	0.750	26.068
3.750	0.900	5.462
3.750	1.050	0.312
3.750	1.11334	-0.010
3.750	1.200	0.384
3.750	1.350	2.136
3.750	1.500	4.221
3.750	1.650	6.123
3.750	1.800	7.720
3.750	1.950	9.002
3.750	2.100	10.007
3.750	2.250	10.763
4.000	0.750	26.057
4.000	0.900	5.449
4.000	1.050	0.302
4.000	1.11334	-0.016
4.000	1.200	0.388
4.000	1.350	2.188
4.000	1.500	4.318
4.000	1.650	6.266
4.000	1.800	7.922
4.000	1.950	9.268
4.000	2.100	10.341
4.000	2.250	11.172
