16 12
0.250	0.750	47.533
0.250	0.900	29.948
0.250	1.050	29.768
0.250	1.11334	32.492
0.250	1.200	38.263
0.250	1.350	53.266
0.250	1.500	74.211
0.250	1.650	100.980
0.250	1.800	134.102
0.250	1.950	176.409
0.250	2.100	233.314
0.250	2.250	311.553
0.500	0.750	37.157
0.500	0.900	16.333
0.500	1.050	11.078
0.500	1.11334	10.923
0.500	1.200	11.918
0.500	1.350	16.211
0.500	1.500	23.428
0.500	1.650	33.967
0.500	1.800	48.593
0.500	1.950	68.026
0.500	2.100	92.762
0.500	2.250	123.418
0.750	0.750	33.109
0.750	0.900	11.579
0.750	1.050	5.066
0.750	1.11334	4.165
0.750	1.200	3.880
0.750	1.350	5.006
0.750	1.500	7.381
0.750	1.650	10.789
0.750	1.800	15.497
0.750	1.950	22.116
0.750	2.100	31.555
0.750	2.250	44.801
1.000	0.750	31.216
1.000	0.900	9.689
1.000	1.050	2.953
1.000	1.11334	1.867
1.000	1.200	1.226
1.000	1.350	1.430
1.000	1.500	2.447
1.000	1.650	3.918
1.000	1.800	5.770
1.000	1.950	8.075
1.000	2.100	11.043
1.000	2.250	15.134
1.250	0.750	29.923
1.250	0.900	8.673
1.250	1.050	2.164
1.250	1.11334	1.130
1.250	1.200	0.503
1.250	1.350	0.539
1.250	1.500	1.145
1.250	1.650	1.952
1.250	1.800	2.890
1.250	1.950	3.977
1.250	2.100	5.242
1.250	2.250	6.738
1.500	0.750	28.909
1.500	0.900	7.885
1.500	1.050	1.715
1.500	1.11334	0.819
1.500	1.200	0.354
1.500	1.350	0.573
1.500	1.500	1.203
1.500	1.650	1.859
1.500	1.800	2.476
1.500	1.950	3.077
1.500	2.100	3.702
1.500	2.250	4.412
1.750	0.750	28.059
1.750	0.900	7.218
1.750	1.050	1.345
1.750	1.11334	0.588
1.750	1.200	0.310
1.750	1.350	0.813
1.750	1.500	1.642
1.750	1.650	2.389
1.750	1.800	2.975
1.750	1.950	3.424
1.750	2.100	3.786
1.750	2.250	4.105
2.000	0.750	27.470
2.000	0.900	6.712
2.000	1.050	1.063
2.000	1.11334	0.417
2.000	1.200	0.296
2.000	1.350	1.054
2.000	1.500	2.110
2.000	1.650	3.029
2.000	1.800	3.720
2.000	1.950	4.179
2.000	2.100	4.475
2.000	2.250	4.654
2.250	0.750	27.018
2.250	0.900	6.353
2.250	1.050	0.882
2.250	1.11334	0.329
2.250	1.200	0.336
2.250	1.350	1.318
2.250	1.500	2.565
2.250	1.650	3.644
2.250	1.800	4.456
2.250	1.950	5.009
2.250	2.100	5.344
2.250	2.250	5.507
2.500	0.750	26.730
2.500	0.900	6.115
2.500	1.050	0.765
2.500	1.11334	0.289
2.500	1.200	0.407
2.500	1.350	1.588
2.500	1.500	3.020
2.500	1.650	4.262
2.500	1.800	5.194
2.500	1.950	5.840
2.500	2.100	6.244
2.500	2.250	6.456
2.750	0.750	26.502
2.750	0.900	5.928
2.750	1.050	0.677
2.750	1.11334	0.260
2.750	1.200	0.477
2.750	1.350	1.829
2.750	1.500	3.439
2.750	1.650	4.836
2.750	1.800	5.913
2.750	1.950	6.671
2.750	2.100	7.159
2.750	2.250	7.437
3.000	0.750	26.383
3.000	0.900	5.789
3.000	1.050	0.594
3.000	1.11334	0.226
3.000	1.200	0.513
3.000	1.350	2.015
3.000	1.500	3.781
3.000	1.650	5.335
3.000	1.800	6.557
3.000	1.950	7.448
3.000	2.100	8.045
3.000	2.250	8.403
3.250	0.750	26.270
3.250	0.900	5.680
3.250	1.050	0.516
3.250	1.11334	0.177
3.250	1.200	0.517
3.250	1.350	2.138
3.250	1.500	4.034
3.250	1.650	5.727
3.250	1.800	7.087
3.250	1.950	8.108
3.250	2.100	8.831
3.250	2.250	9.297
3.500	0.750	26.217
3.500	0.900	5.595
3.500	1.050	0.445
3.500	1.11334	0.120
3.500	1.200	0.496
3.500	1.350	2.204
3.500	1.500	4.208
3.500	1.650	6.011
3.500	1.800	7.493
3.500	1.950	8.630
3.500	2.100	9.472
3.500	2.250	10.055
3.750	0.750	26.134
3.750	0.900	5.531
3.750	1.050	0.390
3.750	1.11334	0.070
3.750	1.200	0.468
3.750	1.350	2.242
3.750	1.500	4.319
3.750	1.650	6.199
3.750	1.800	7.768
3.750	1.950	9.012
3.750	2.100	9.961
3.750	2.250	10.643
4.000	0.750	26.099
4.000	0.900	5.503
4.000	1.050	0.351
4.000	1.11334	0.035
4.000	1.200	0.440
4.000	1.350	2.258
4.000	1.500	4.384
4.000	1.650	6.328
4.000	1.800	7.956
4.000	1.950	9.273
4.000	2.100	10.305
4.000	2.250	11.079
