17
-1.000	49.394	 254.319
-0.950	63.359	 304.773
-0.900	79.896	 356.857
-0.850	99.077	 410.810
-0.800	121.123	 473.389
-0.750	146.812	 559.103
-0.700	177.602	 678.460
-0.650	215.281	 835.200
-0.600	261.835	 1034.656
-0.550	319.624	 1286.866
-0.500	391.688	 1609.362
-0.450	482.222	 2032.125
-0.400	597.409	 2606.732
-0.350	746.991	 3430.089
-0.300	947.674	 4695.133
-0.250	1230.333 6804.923
0.  5794.82045 34444.2818
